PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
Cat,Labrador,136,Gray,Medium,18.13366037196972,1,0,53,124,0,1
Rabbit,Labrador,120,Black,Small,15.667412182207116,1,0,16,115,1,1
Dog,Parakeet,126,Black,Medium,1.521655815599242,1,0,37,173,0,1
Bird,Parakeet,55,Black,Medium,28.05036711727675,1,0,18,180,0,1
Rabbit,Siamese,27,Gray,Small,3.271484599327335,0,0,20,225,1,0
Dog,Golden Retriever,118,Brown,Small,20.95834866282434,1,0,46,156,1,0
Dog,Poodle,53,Orange,Small,23.7651982500396,1,0,2,163,0,0
Cat,Persian,39,White,Medium,24.06334762238284,0,0,87,70,0,0
Bird,Siamese,65,Brown,Medium,4.929341048936498,1,0,63,498,0,1
Bird,Parakeet,145,White,Large,13.979528564731192,1,0,3,221,0,0
Cat,Persian,158,Orange,Medium,25.053437242585414,1,0,46,125,1,1
Cat,Parakeet,13,Gray,Small,9.777697100983886,0,0,49,144,0,0
Bird,Persian,21,Black,Medium,14.564711585865243,1,0,1,175,0,1
Bird,Poodle,147,Black,Large,8.911022888295527,1,0,22,460,1,0
Rabbit,Siamese,53,Gray,Large,14.4429911186744,1,0,14,151,0,0
Rabbit,Persian,19,Brown,Small,26.747299755193524,1,0,85,181,0,1
Cat,Golden Retriever,57,Brown,Small,14.198602699950314,1,0,45,374,0,0
Rabbit,Labrador,25,White,Large,17.121448495155292,0,1,6,478,0,0
Dog,Golden Retriever,31,Gray,Large,12.715312215789424,1,1,65,346,0,0
Rabbit,Golden Retriever,81,Brown,Large,14.34339831289644,0,0,21,497,0,0
Rabbit,Labrador,23,Gray,Small,1.4400517723462292,1,0,4,84,0,1
Dog,Golden Retriever,32,Orange,Large,9.228619788853225,1,0,3,363,1,0
Cat,Persian,74,Black,Large,13.660869930512908,1,0,30,382,1,0
Dog,Persian,10,Black,Small,19.380112303789137,0,0,31,120,0,0
Rabbit,Persian,54,Black,Medium,14.051505986062873,1,0,34,128,0,1
Cat,Labrador,52,Gray,Medium,10.796694256325358,0,0,83,462,0,1
Rabbit,Golden Retriever,148,Gray,Large,12.254863324980558,1,0,20,450,0,0
Dog,Labrador,160,White,Medium,8.026506546813529,1,0,87,5,1,1
Dog,Persian,114,Black,Medium,27.81033420044753,1,0,54,333,0,1
Rabbit,Golden Retriever,14,White,Medium,16.130553547936522,1,0,25,182,0,1
Bird,Golden Retriever,178,Black,Medium,1.3888741622915703,0,0,15,37,0,0
Bird,Parakeet,156,White,Large,1.5639414941668517,1,0,38,416,0,0
Dog,Parakeet,110,White,Medium,29.21588741360921,1,0,23,115,0,1
Dog,Poodle,53,Orange,Medium,7.422075849824106,1,0,52,101,1,1
Bird,Siamese,152,White,Small,24.36264037561513,1,0,66,7,1,0
Bird,Parakeet,79,Gray,Large,2.68998374525666,1,0,57,217,1,0
Rabbit,Labrador,22,White,Small,27.713719364141923,1,0,57,206,1,1
Rabbit,Parakeet,30,Black,Small,26.358093106333676,1,0,79,77,1,0
Bird,Poodle,4,White,Large,17.561701710600925,1,0,52,367,0,1
Rabbit,Golden Retriever,59,Brown,Medium,1.2609610612144175,1,0,35,403,0,1
Rabbit,Poodle,8,Black,Small,8.47651534667679,1,0,74,54,1,1
Cat,Golden Retriever,12,Brown,Large,12.797856774555484,0,1,14,303,0,0
Rabbit,Golden Retriever,119,Black,Medium,14.34185938567929,1,0,14,466,0,1
Dog,Siamese,159,Gray,Large,9.632683998308789,0,0,33,439,0,0
Rabbit,Parakeet,34,Gray,Small,1.955488179120369,0,0,52,480,0,0
Rabbit,Labrador,82,Gray,Medium,18.11369477186972,1,1,1,227,0,1
Bird,Labrador,98,Brown,Medium,16.200485363147923,1,0,34,87,0,1
Dog,Persian,127,Orange,Large,9.207018427443254,0,0,19,9,0,0
Rabbit,Golden Retriever,75,Black,Medium,2.1013030595185893,1,0,24,307,1,1
Rabbit,Labrador,105,Gray,Small,29.843231429436266,1,1,4,433,0,0
Cat,Siamese,49,Black,Small,14.977599417965772,1,0,36,289,1,0
Rabbit,Golden Retriever,79,Brown,Small,22.92412301144824,1,0,77,163,0,0
Rabbit,Siamese,93,Orange,Large,14.11710701648873,1,0,58,238,0,0
Cat,Labrador,154,Brown,Medium,2.251938435025302,1,0,32,316,0,1
Bird,Labrador,18,Black,Medium,9.978421607479502,0,1,9,483,0,1
Rabbit,Persian,96,Orange,Medium,10.283194089171134,0,0,80,143,0,0
Cat,Labrador,38,Orange,Small,25.312234217421462,0,0,67,334,1,0
Dog,Golden Retriever,87,Brown,Medium,19.97266936199636,1,1,20,17,1,0
Bird,Golden Retriever,88,Gray,Small,8.987467205544712,1,1,74,70,1,0
Dog,Golden Retriever,50,Black,Medium,29.064458685113493,1,0,62,174,0,1
Dog,Persian,8,White,Small,10.32471313953827,1,0,58,341,0,1
Cat,Persian,169,White,Medium,29.94878674903289,1,1,22,287,0,0
Rabbit,Labrador,134,Brown,Large,29.888747101937632,0,0,67,298,0,0
Cat,Poodle,69,Black,Large,6.545105014655512,1,1,75,338,0,0
Cat,Poodle,172,Black,Small,10.069492369463603,1,1,89,423,0,0
Cat,Persian,121,Brown,Small,15.095281756054971,0,0,48,247,0,0
Cat,Labrador,64,Black,Medium,20.25891946328884,0,1,8,192,0,0
Bird,Poodle,157,Gray,Medium,16.31337602111018,1,0,73,418,0,1
Rabbit,Labrador,156,Brown,Large,29.11380260483545,1,0,15,324,0,1
Dog,Labrador,139,Gray,Medium,21.99568576283505,1,0,32,305,0,1
Dog,Labrador,121,Black,Small,7.149300632106258,1,1,53,267,1,0
Rabbit,Parakeet,65,Brown,Small,4.047828956195511,1,0,67,203,0,0
Dog,Golden Retriever,107,Black,Small,20.963637430571342,0,0,4,340,0,0
Rabbit,Labrador,147,Brown,Small,5.595120765242127,1,1,30,122,0,0
Dog,Parakeet,137,Black,Small,23.84262836973687,1,0,13,57,0,0
Cat,Persian,155,Gray,Large,10.020063350549773,1,0,21,338,1,0
Dog,Poodle,162,Gray,Large,10.479904628612587,1,1,41,446,1,0
Rabbit,Golden Retriever,172,Black,Small,1.313153379295847,1,0,19,200,0,0
Rabbit,Poodle,100,Brown,Medium,21.32932674575618,1,1,48,490,0,0
Rabbit,Golden Retriever,82,White,Small,4.284822838875888,1,1,86,432,1,0
Rabbit,Poodle,143,Gray,Large,23.413536746442027,1,0,63,111,0,0
Rabbit,Golden Retriever,51,Gray,Small,15.264166835598996,1,0,20,127,1,0
Bird,Poodle,141,White,Large,23.744114633682504,0,0,64,35,0,0
Bird,Poodle,83,Black,Large,17.933869636734496,1,0,37,233,0,0
Dog,Poodle,177,Brown,Small,3.390564888550732,1,0,31,309,1,0
Rabbit,Poodle,112,Black,Small,23.20391776445031,1,0,74,46,0,0
Dog,Persian,56,Orange,Medium,3.0241850619477426,0,0,18,114,0,0
Rabbit,Labrador,179,Gray,Large,14.882349896510636,1,0,20,415,0,1
Rabbit,Siamese,165,Orange,Medium,5.998127210203935,1,0,82,254,0,1
Bird,Parakeet,145,Gray,Small,22.817720161358665,1,0,11,482,1,0
Bird,Siamese,157,Gray,Large,27.43614560637767,1,0,86,222,0,0
Cat,Siamese,161,Orange,Medium,17.069658737389954,1,0,44,123,0,1
Bird,Golden Retriever,60,Orange,Medium,16.287271534676236,1,0,82,436,1,1
Cat,Labrador,120,Black,Medium,23.15493269344292,1,0,64,159,0,1
Cat,Golden Retriever,138,Orange,Small,1.1472855762960892,1,0,34,445,0,0
Cat,Labrador,175,Black,Small,27.615000636419666,0,1,87,420,1,0
Cat,Labrador,23,Black,Small,6.72601569564282,0,0,65,95,1,1
Cat,Poodle,149,Black,Large,29.53944763096088,1,0,55,106,0,0
Dog,Persian,13,Gray,Small,22.351364490853403,1,0,74,119,0,1
Bird,Poodle,101,Gray,Large,23.45328328331946,1,0,1,100,1,0
Cat,Persian,161,Orange,Medium,20.02988643083459,0,0,38,102,1,0
Rabbit,Golden Retriever,24,Gray,Medium,14.678232300769649,1,0,9,165,1,1
Bird,Persian,108,Orange,Small,17.5772031074738,1,0,71,413,0,0
Bird,Golden Retriever,11,Gray,Medium,2.345683694438644,0,0,17,185,0,1
Cat,Siamese,17,Brown,Small,19.094825773528413,1,1,52,31,0,0
Dog,Siamese,175,Brown,Large,19.156844957624354,1,0,18,492,1,0
Cat,Persian,25,Orange,Medium,26.844823124652475,1,0,63,65,1,1
Dog,Persian,94,Gray,Small,15.664034365476365,1,1,33,178,0,0
Rabbit,Golden Retriever,21,Gray,Medium,3.237186848495769,1,0,4,266,0,1
Bird,Poodle,84,Black,Medium,9.879681693980356,0,0,87,442,0,0
Rabbit,Golden Retriever,140,White,Small,20.01325295131521,1,0,75,403,1,0
Dog,Poodle,37,Orange,Medium,7.938507019792453,0,0,52,36,0,0
Dog,Siamese,42,White,Medium,9.135306833806627,1,0,9,200,0,1
Rabbit,Labrador,145,White,Medium,24.79360147446475,0,0,64,357,0,1
Dog,Persian,101,Orange,Medium,17.94527222111856,1,0,30,48,0,1
Rabbit,Poodle,48,Gray,Large,15.747295521433603,1,0,8,274,0,0
Bird,Golden Retriever,103,Orange,Medium,10.235107037368326,0,0,5,438,1,0
Rabbit,Siamese,28,White,Medium,22.196913042057968,1,0,76,167,1,1
Bird,Poodle,41,Gray,Small,9.343834600210853,0,0,63,262,0,0
Rabbit,Golden Retriever,99,Brown,Large,22.37484201168108,1,0,1,132,0,0
Dog,Persian,47,Orange,Small,3.032942927755818,1,0,15,494,1,0
Rabbit,Persian,146,Orange,Small,26.071698905880424,0,0,89,297,0,0
Dog,Parakeet,105,Gray,Small,15.487427437902053,0,0,82,343,0,0
Rabbit,Labrador,124,Brown,Large,13.71673248427013,1,0,38,175,1,1
Rabbit,Parakeet,13,Brown,Small,18.71967893471581,0,0,42,488,1,0
Cat,Siamese,141,Gray,Small,19.101570113991844,1,0,46,390,1,0
Dog,Poodle,100,Black,Small,4.829020129809871,1,0,53,10,0,0
Cat,Siamese,31,Orange,Medium,22.930774104670185,1,0,26,200,0,1
Dog,Golden Retriever,130,Orange,Small,9.001920640551825,1,0,61,432,0,0
Cat,Persian,16,White,Large,27.243894524927505,1,0,67,413,0,1
Bird,Parakeet,137,Gray,Large,24.71766923903014,1,0,54,296,1,0
Rabbit,Parakeet,73,White,Medium,11.041715204507708,0,0,22,2,0,0
Dog,Parakeet,166,White,Large,24.42443950282072,0,0,26,213,1,0
Dog,Siamese,54,Brown,Large,11.33532447969722,0,1,83,295,0,0
Rabbit,Persian,100,Orange,Medium,3.927482767445178,0,0,60,306,0,0
Dog,Poodle,109,White,Small,28.89475892304553,0,0,39,467,1,0
Dog,Golden Retriever,87,Brown,Medium,19.925458441247763,1,1,36,31,0,0
Cat,Poodle,173,Gray,Small,14.22688627321516,1,0,21,47,0,0
Dog,Siamese,162,White,Small,12.53542719440015,1,0,41,326,0,0
Bird,Golden Retriever,137,Orange,Large,10.416454693489657,0,0,48,251,0,0
Bird,Parakeet,8,White,Medium,29.46198026744475,1,0,26,198,0,1
Rabbit,Labrador,7,Gray,Large,4.907670688796315,1,0,63,403,0,1
Dog,Siamese,36,White,Large,10.12934670869648,1,0,77,88,0,0
Rabbit,Siamese,18,Orange,Small,15.079431568197242,1,0,36,108,1,1
Bird,Persian,3,Brown,Large,14.86198680657503,1,0,24,290,0,1
Dog,Poodle,28,Orange,Medium,14.66962804782746,1,0,21,107,0,1
Dog,Siamese,70,Brown,Large,6.097730659081073,1,0,18,407,0,0
Rabbit,Siamese,172,Black,Large,5.203043286175516,0,1,15,39,0,0
Bird,Parakeet,149,Orange,Small,8.388260003529982,1,0,79,460,0,0
Dog,Parakeet,28,Orange,Medium,27.521258460259624,1,1,6,51,0,0
Rabbit,Golden Retriever,54,Gray,Large,4.278536067200793,0,0,43,111,0,0
Bird,Labrador,65,White,Small,22.96532799782642,1,0,31,294,1,1
Rabbit,Persian,100,Brown,Large,22.968903400867767,1,0,28,67,1,0
Cat,Labrador,21,Brown,Medium,24.483341713020607,1,0,8,188,1,1
Dog,Golden Retriever,13,Gray,Large,26.71184918069131,0,1,29,331,0,0
Cat,Parakeet,57,Gray,Large,8.628049148628978,1,1,21,208,0,0
Bird,Poodle,49,White,Small,7.512224608797995,1,0,81,64,1,0
Cat,Parakeet,118,White,Large,14.499664329296913,1,0,88,61,0,0
Cat,Persian,54,Orange,Small,8.687585893809048,0,0,58,464,1,0
Bird,Parakeet,138,Black,Medium,22.29498968051012,1,1,60,257,0,0
Rabbit,Persian,53,White,Large,19.442247725501577,1,0,50,133,0,0
Cat,Persian,44,Gray,Medium,26.37464295352689,1,0,31,491,1,1
Rabbit,Persian,47,White,Medium,3.399410801125075,0,0,47,121,1,0
Cat,Golden Retriever,53,Brown,Large,27.537416667384168,1,0,34,330,1,0
Rabbit,Persian,74,Black,Small,9.507110173432595,1,1,2,170,1,0
Bird,Persian,46,Orange,Medium,15.230136031882536,0,0,67,209,0,0
Cat,Poodle,13,Brown,Medium,13.719731642249666,1,0,72,295,0,1
Bird,Labrador,165,Brown,Large,23.04903788202829,1,0,52,88,1,1
Cat,Siamese,102,Black,Large,13.189665973523434,1,0,7,166,0,0
Bird,Labrador,24,Orange,Large,28.363041223832877,1,0,76,27,0,1
Bird,Persian,2,Gray,Large,27.17348259651869,0,0,19,237,0,0
Cat,Poodle,81,Orange,Large,26.29267340711569,1,0,15,335,0,0
Cat,Parakeet,100,White,Large,3.066491646798609,1,1,78,62,0,0
Cat,Poodle,142,Brown,Small,25.773483785064244,1,0,48,447,0,0
Dog,Persian,138,White,Medium,23.667427917853104,1,0,14,254,1,1
Rabbit,Poodle,163,Gray,Small,4.001875463177799,0,0,3,395,1,0
Dog,Poodle,153,White,Small,4.115015437650435,1,0,50,40,0,0
Dog,Persian,131,Orange,Large,3.933750534008694,1,0,54,499,0,0
Bird,Golden Retriever,111,White,Medium,1.3286452029301388,1,1,6,28,0,0
Cat,Poodle,102,Gray,Small,16.910394850642923,1,0,49,278,0,0
Rabbit,Siamese,17,Gray,Large,29.228434451645256,1,0,23,468,0,1
Bird,Siamese,12,Gray,Large,13.721856384094012,0,0,78,79,0,0
Dog,Poodle,116,Orange,Medium,16.681967554733333,0,0,78,50,0,0
Cat,Golden Retriever,24,Gray,Small,29.07112410632871,0,0,20,111,0,0
Bird,Parakeet,29,Brown,Small,8.40028463445269,1,0,77,360,0,0
Cat,Persian,171,Gray,Small,25.895637325349625,0,0,60,300,0,0
Bird,Siamese,153,White,Large,16.845323549140346,0,0,45,89,0,0
Cat,Parakeet,122,White,Medium,17.51481892522731,1,0,61,228,0,1
Dog,Poodle,90,White,Medium,10.952041859011224,0,0,56,149,0,0
Rabbit,Parakeet,65,Orange,Small,17.285946468040336,1,0,2,242,1,0
Dog,Labrador,84,White,Large,3.121132774870234,1,0,45,137,0,1
Rabbit,Siamese,119,Orange,Small,23.17466360580925,0,0,40,134,1,0
Cat,Poodle,156,Orange,Medium,9.255945084783878,1,1,24,456,0,0
Bird,Persian,16,Gray,Large,26.740641555324693,0,0,29,88,1,0
Dog,Golden Retriever,175,Brown,Small,11.667670143616297,1,0,67,493,0,0
Rabbit,Poodle,104,Gray,Small,5.1418992041195954,1,0,68,14,1,0
Dog,Persian,92,Gray,Large,21.180565656686063,0,1,66,332,0,0
Rabbit,Golden Retriever,27,Orange,Medium,5.772766196691583,0,1,84,361,1,0
Dog,Golden Retriever,170,Orange,Large,22.856734950746723,1,0,54,173,0,0
Rabbit,Poodle,175,White,Small,29.07525485577738,0,0,53,89,0,0
Rabbit,Parakeet,162,White,Small,23.60703319506259,0,1,79,212,1,0
Cat,Parakeet,165,Gray,Small,1.6510282045084157,1,0,49,342,0,0
Rabbit,Golden Retriever,134,Black,Small,18.396687853530462,1,0,32,60,1,0
Cat,Parakeet,135,Black,Medium,21.166909458122007,1,1,61,363,0,0
Rabbit,Labrador,153,White,Medium,24.938291448092272,1,0,42,219,0,1
Bird,Golden Retriever,33,Black,Small,2.6240669592310044,1,0,1,60,1,0
Bird,Golden Retriever,55,White,Medium,14.923127010616303,0,1,63,306,0,0
Bird,Persian,7,Orange,Medium,16.525755306513435,1,0,35,165,0,1
Rabbit,Parakeet,57,Gray,Medium,5.904621016681163,1,0,51,11,1,1
Cat,Golden Retriever,126,Brown,Small,10.35104448160884,1,0,71,215,1,0
Cat,Labrador,12,Gray,Large,13.76643006142879,1,0,45,76,1,1
Rabbit,Persian,16,White,Large,25.163080950776244,0,0,77,231,0,0
Bird,Poodle,43,White,Large,27.952819416036,0,0,65,111,0,0
Bird,Golden Retriever,117,Gray,Small,19.224262038612512,1,0,14,65,0,0
Cat,Labrador,135,White,Medium,12.453410394622402,1,1,3,181,0,1
Bird,Siamese,111,Black,Medium,8.366899516170593,1,0,24,422,1,1
Dog,Labrador,51,Black,Small,29.48192034864836,0,0,65,203,0,0
Cat,Labrador,160,White,Small,29.507579944214395,1,0,48,422,0,1
Bird,Persian,75,White,Large,27.824331498816008,1,0,10,370,0,0
Cat,Poodle,8,Black,Large,23.78440534645676,1,0,13,205,1,1
Dog,Siamese,45,White,Small,10.44760676862293,1,1,73,285,1,0
Cat,Parakeet,59,White,Large,24.69301402143129,1,0,14,104,0,0
Cat,Parakeet,132,Gray,Medium,12.854997500864004,0,0,10,241,0,0
Cat,Labrador,104,Brown,Small,10.47641984649631,1,0,40,234,1,1
Cat,Persian,157,Black,Small,22.60109539552211,1,0,23,175,0,0
Dog,Persian,157,Gray,Medium,3.309963900992264,0,0,55,210,0,0
Rabbit,Parakeet,98,Brown,Medium,2.408318975574189,0,0,63,30,0,0
Cat,Siamese,156,White,Medium,13.990657218254382,1,0,71,234,0,1
Cat,Poodle,79,White,Large,13.923525223842695,1,1,42,241,0,0
Bird,Siamese,124,Gray,Small,26.97368043885121,1,0,66,490,1,0
Cat,Golden Retriever,172,White,Large,4.658439792346687,0,0,79,152,0,0
Bird,Golden Retriever,4,Orange,Medium,4.575233896119971,1,0,73,195,0,1
Rabbit,Poodle,90,Gray,Large,5.276125413772133,1,0,47,497,1,0
Dog,Parakeet,104,Brown,Medium,1.862351577543476,1,0,81,434,1,1
Dog,Poodle,137,Gray,Large,3.080220396632343,1,0,52,268,0,0
Rabbit,Persian,119,Black,Large,20.136226138042133,1,0,18,483,0,0
Dog,Golden Retriever,133,Gray,Medium,13.515945544407767,1,1,79,446,0,0
Rabbit,Labrador,56,White,Large,23.1444889455524,1,0,18,383,0,1
Rabbit,Labrador,96,White,Small,29.785333838868148,1,0,24,169,0,1
Rabbit,Parakeet,178,Orange,Large,20.11200575187104,1,1,23,437,0,0
Dog,Persian,75,Orange,Large,2.4632115479835885,1,0,12,356,0,0
Bird,Siamese,143,Orange,Small,4.032323077875904,1,0,23,322,0,0
Rabbit,Persian,32,Brown,Medium,26.549118459626527,1,1,21,335,0,0
Cat,Labrador,28,Orange,Small,16.297382392189583,1,0,64,473,0,1
Dog,Labrador,22,Brown,Large,24.92027762247646,1,0,72,231,0,1
Rabbit,Golden Retriever,17,Orange,Medium,25.841757750522856,1,0,34,183,0,1
Rabbit,Persian,59,Brown,Large,27.902561703486057,1,0,2,358,0,0
Cat,Persian,90,Gray,Large,28.545046959104607,1,0,69,274,0,0
Bird,Labrador,106,Gray,Small,17.08994809859588,1,0,31,429,0,1
Bird,Siamese,26,White,Small,10.889584995424984,0,0,68,398,0,0
Bird,Parakeet,25,Brown,Medium,28.89408135609196,1,0,70,31,0,1
Rabbit,Parakeet,138,Black,Medium,16.87478577403553,0,0,87,176,1,0
Rabbit,Persian,45,White,Medium,2.86332896568372,0,1,19,404,1,0
Rabbit,Parakeet,83,Gray,Large,19.640519951736085,1,1,72,64,0,0
Dog,Labrador,11,Brown,Small,18.042857761455316,0,0,13,197,1,1
Cat,Labrador,104,Orange,Small,26.977993313946477,1,1,65,26,0,0
Rabbit,Persian,68,Black,Small,19.942428485576563,0,0,6,150,0,0
Cat,Persian,95,Gray,Medium,11.12252030938499,0,0,71,302,1,0
Cat,Golden Retriever,156,White,Small,29.02054604546879,1,0,27,478,0,0
Bird,Persian,65,Brown,Small,24.246965093478973,1,0,79,267,0,0
Dog,Siamese,49,Black,Small,19.282110933059275,1,1,52,84,0,0
Rabbit,Parakeet,175,Brown,Medium,9.494830898690564,1,0,87,499,0,1
Bird,Persian,52,Orange,Small,11.83266859311457,0,0,48,65,0,0
Bird,Poodle,102,White,Medium,20.429127798803044,1,0,88,132,0,1
Rabbit,Golden Retriever,57,Brown,Small,3.08744373543633,1,0,79,392,0,0
Cat,Poodle,47,Gray,Small,8.44373715785764,1,0,68,403,0,0
Bird,Labrador,159,White,Small,21.70312706850134,1,1,44,365,0,0
Cat,Parakeet,174,Gray,Medium,14.920536785494006,1,0,17,81,1,1
Dog,Persian,26,Brown,Medium,12.669413379618474,1,0,38,380,1,1
Cat,Poodle,114,White,Small,5.39227104961202,1,0,10,318,0,0
Dog,Parakeet,5,Gray,Large,13.813621999854243,1,0,54,469,0,1
Cat,Labrador,84,Orange,Medium,23.350067152046783,1,0,6,327,1,1
Bird,Siamese,52,Orange,Medium,8.656372536084898,0,0,6,97,0,0
Bird,Golden Retriever,105,Brown,Small,1.156557723326645,1,0,52,72,0,0
Dog,Parakeet,54,White,Large,20.3866421333785,1,0,15,326,0,0
Rabbit,Parakeet,161,Black,Small,29.206171528544026,1,1,68,29,1,0
Dog,Siamese,178,White,Medium,18.597970344068905,1,0,57,124,0,1
Dog,Parakeet,166,Orange,Medium,4.477733908886775,0,0,56,209,0,0
Cat,Labrador,155,Gray,Small,10.30125967799552,1,1,7,474,0,0
Cat,Labrador,15,Black,Small,26.16160682688648,1,0,51,271,0,1
Dog,Siamese,61,Brown,Large,7.744474153448029,0,0,58,212,0,0
Bird,Golden Retriever,122,Black,Large,18.623181201430636,1,0,64,132,0,0
Cat,Persian,21,Brown,Medium,12.677465039365938,1,0,26,156,0,1
Rabbit,Poodle,46,Black,Large,7.027467921169822,1,0,58,46,0,0
Cat,Persian,134,Brown,Large,24.58879991337571,1,0,31,356,0,0
Cat,Parakeet,38,Brown,Medium,22.542107017505018,1,1,66,362,1,0
Rabbit,Poodle,62,Black,Medium,20.186140912818697,0,1,13,381,1,0
Dog,Siamese,86,Black,Medium,7.853761117793785,1,0,18,21,0,1
Rabbit,Siamese,78,Brown,Medium,3.837853078777051,1,0,75,461,0,1
Dog,Golden Retriever,46,Orange,Small,17.70862056495302,0,1,13,440,0,0
Dog,Poodle,141,Black,Medium,17.05665717264357,1,0,24,82,0,1
Dog,Labrador,3,White,Medium,6.463165270711317,1,0,57,418,1,1
Rabbit,Poodle,6,Gray,Medium,2.631154135140002,1,0,29,471,0,1
Dog,Parakeet,93,Brown,Large,3.3405451716255934,1,1,56,233,0,0
Bird,Labrador,8,Brown,Medium,29.79035860886928,1,0,54,59,1,1
Rabbit,Siamese,172,Gray,Small,23.723932947543627,1,0,5,453,1,0
Bird,Poodle,108,Orange,Small,27.737636802990007,1,0,35,187,0,0
Dog,Persian,161,Gray,Medium,6.656586944854537,0,1,19,57,0,0
Cat,Golden Retriever,75,Black,Small,28.85648755337962,1,0,55,258,0,0
Dog,Persian,77,Gray,Large,5.136976192721701,1,0,77,161,1,0
Bird,Golden Retriever,50,Brown,Medium,15.763373028427662,1,0,69,300,1,1
Bird,Parakeet,11,Gray,Small,25.06117484809485,1,0,44,305,0,1
Rabbit,Persian,95,White,Small,11.144297280835804,1,0,78,1,0,0
Cat,Poodle,156,Black,Medium,13.320027462130115,1,1,38,270,0,0
Rabbit,Poodle,70,Gray,Small,4.717368198673838,0,0,62,420,0,0
Bird,Persian,169,Brown,Medium,4.56473451997021,1,0,22,142,0,1
Dog,Poodle,16,Black,Small,18.967478518581128,0,0,73,187,0,0
Cat,Parakeet,68,Brown,Large,20.59043868998165,1,0,40,351,0,0
Dog,Labrador,99,Orange,Small,23.54264290838361,1,0,26,340,1,1
Dog,Parakeet,48,White,Small,17.143779527770853,1,0,5,447,0,0
Cat,Golden Retriever,64,Orange,Medium,19.727019475577872,0,1,54,464,0,0
Rabbit,Parakeet,90,White,Small,1.3920008792918817,1,0,86,481,0,0
Dog,Golden Retriever,76,Gray,Medium,5.702951086978453,0,0,49,223,1,0
Bird,Poodle,139,Black,Large,29.56252821449024,0,0,3,497,0,0
Dog,Labrador,101,Gray,Medium,3.203811683159122,1,0,38,366,1,1
Cat,Poodle,89,White,Medium,20.684858445547103,1,0,14,179,0,1
Cat,Siamese,18,White,Small,6.10639635791977,0,0,47,22,1,0
Cat,Poodle,19,White,Large,21.78483898726161,0,0,14,354,1,0
Rabbit,Golden Retriever,55,Brown,Medium,21.47372168589781,1,0,75,36,0,1
Dog,Poodle,102,Black,Small,7.791772733854615,1,0,73,106,1,0
Rabbit,Poodle,118,Gray,Small,8.81939757735692,0,0,38,296,0,0
Rabbit,Labrador,154,Gray,Medium,19.98835069446056,1,0,64,228,0,1
Cat,Poodle,134,Orange,Small,12.312495124626196,1,1,44,312,0,0
Cat,Labrador,4,White,Medium,6.641891121297427,1,0,70,96,0,1
Rabbit,Persian,108,White,Medium,22.21870836483697,1,1,65,280,1,0
Dog,Siamese,115,White,Medium,5.470278205753691,0,0,25,109,1,0
Bird,Labrador,29,Gray,Large,25.81366626020345,1,0,16,36,0,1
Rabbit,Golden Retriever,59,Orange,Medium,15.925416197503,1,0,15,39,0,1
Dog,Persian,125,Brown,Small,4.06531751249972,1,0,81,84,0,0
Cat,Labrador,98,Black,Large,21.128097672398543,1,0,3,301,0,1
Cat,Labrador,17,Brown,Small,16.055728147661675,1,0,67,187,0,1
Dog,Siamese,107,Gray,Large,9.643669582049476,0,0,37,239,1,0
Bird,Golden Retriever,43,White,Large,13.253642026491791,0,0,81,357,0,0
Cat,Parakeet,80,Black,Large,9.651794564037464,0,0,55,487,0,0
Cat,Parakeet,162,Gray,Large,8.627749236540737,1,1,38,353,1,0
Cat,Labrador,8,Gray,Small,5.744644204467654,1,0,63,18,0,1
Dog,Poodle,141,Gray,Medium,11.5202468609868,1,0,1,346,0,1
Rabbit,Golden Retriever,106,Black,Small,8.278628983166051,0,0,71,392,0,0
Cat,Persian,8,Black,Medium,20.8196001245636,1,1,19,324,0,1
Rabbit,Poodle,96,Orange,Small,20.832425493735883,1,0,52,260,1,0
Bird,Poodle,94,Orange,Large,15.553367034113514,1,0,30,472,0,0
Cat,Golden Retriever,65,Brown,Large,23.56039129663931,1,0,55,409,0,0
Cat,Labrador,171,Black,Medium,25.3988518511754,0,0,14,402,0,1
Bird,Labrador,39,Black,Medium,17.81322726559392,1,0,13,157,0,1
Cat,Labrador,81,Black,Small,18.949119720139574,1,0,84,483,1,1
Rabbit,Labrador,84,Orange,Medium,9.20369138380459,0,1,27,303,1,0
Dog,Parakeet,88,Gray,Small,26.951206820460072,1,1,89,111,1,0
Rabbit,Labrador,86,White,Medium,1.701975288253365,0,0,9,143,0,1
Dog,Parakeet,93,Orange,Medium,11.109471613842524,1,1,41,255,0,0
Dog,Parakeet,86,Black,Medium,21.932212224945825,1,0,48,454,0,1
Rabbit,Labrador,44,Orange,Large,3.322595780463676,0,1,12,17,0,0
Rabbit,Siamese,137,Brown,Large,6.311916295420486,1,0,10,183,0,0
Rabbit,Persian,165,Black,Small,18.089286108022684,1,0,6,404,0,0
Rabbit,Poodle,74,Brown,Medium,17.23981647244318,0,1,34,286,1,0
Bird,Parakeet,36,Black,Small,22.42892058779769,1,1,52,384,0,0
Cat,Golden Retriever,101,Orange,Medium,24.56576653355698,0,0,41,130,0,0
Dog,Golden Retriever,156,Gray,Large,4.728807776838405,1,0,83,478,0,0
Rabbit,Persian,170,White,Large,1.5330487034820195,0,0,6,280,0,0
